model,quantity
YT-8033,100
YT-80395,0
YT-80410,100
YT-80488,0
YT-80489,20
YT-80491,0
YT-80523,100
YT-80535,20
YT-80528,20
YT-80553,0
YT-80557,0
YT-80558,0
YT-80585,100
YT-80586,100
YT-805922,100
YT-80578,0
YT-805955,100
YT-805975,20
YT-805981,100
YT-80629,0
YT-80635,100
YT-80644,100
YT-80653,100
YT-80662,100
YT-80664,100
YT-80670,20
YT-80675,100
YT-80676,100
YT-80688,100
YT-80737,100
YT-80768,0
YT-80784,100
YT-80842,20
YT-80848,100
YT-808503,100
YT-80854,0
YT-808707,100
YT-80884,100
YT-80886,100
YT-80891,0
YT-80895,0
YT-80905,100
YT-80935,100
YT-80902,0
YT-80937,100
YT-8101,0
YT-8102,0
YT-81121,100
YT-81002,0
YT-81024,0
YT-81054,20
YT-81300,100
YT-81451,100
YT-81452,100
YT-81480,0
YT-8159,100
YT-81595,100
YT-81775,0
YT-81808,0
YT-81811,100
YT-818151,100
YT-818214,100
YT-81592,100
YT-81816,0
YT-81904,0
YT-81954,100
YT-82005,100
YT-82015,100
YT-82020,100
YT-82071,100
YT-82091,0
YT-82101,100
YT-821023,20
YT-82118,100
YT-821572,0
YT-82190,100
YT-821901,100
YT-81815,0
YT-82181,0
YT-82390,20
YT-82395,100
YT-82438,100
YT-82440,100
YT-824482,20
YT-824485,100
YT-82468,100
YT-82493,100
YT-82510,100
YT-82516,0
YT-82520,0
YT-82553,100
YT-82604,100
YT-82606,0
YT-82608,0
YT-8272,100
YT-82742,100
YT-827722,0
YT-8277925,100
YT-82783,0
YT-82784,0
YT-82786,100
YT-82789,0
YT-82796,0
YT-82797,0
YT-828030,100
YT-828061,100
YT-828116,100
YT-828132,100
YT-828154,100
YT-82822,100
YT-82270,0
YT-82430,100
YT-82514,100
YT-82567,100
YT-82568,100
YT-828291,0
YT-82831,0
YT-828357,100
YT-828358,100
YT-82843,0
YT-828461,100
YT-828498,100
YT-828501,100
YT-82902,100
YT-82910,100
YT-829674,100
YT-82986,0
YT-829861,100
YT-83001,0
YT-83062,100
YT-83064,0
YT-83086,100
YT-83143,100
YT-83151,100
YT-83184,0
YT-83223,100
YT-83236,0
YT-83264,100
YT-83272,100
YT-83294,100
YT-833001,0
YT-833008,0
YT-83233,100
YT-83292,100
YT-83373,100
YT-82952,0
YT-83384,100
YT-83395,100
YT-83393,100
YT-83434,100
YT-83436,100
YT-83452,100
YT-83458,100
YT-834589,20
YT-834598,100
YT-83460,100
YT-83461,100
YT-83483,20
YT-83495,20
YT-83496,0
YT-83498,0
YT-8363,0
YT-8372,0
YT-8446,0
YT-845813,100
YT-845843,20
YT-84603,0
YT-8365,0
YT-8367,0
YT-8408,100
YT-8414,100
YT-8410,100
YT-84860,20
YT-84916,0
YT-84930,100
YT-849329,0
YT-849355,100
YT-84938,100
YT-849395,100
YT-84953,100
YT-84962,20
YT-85022,0
YT-85045,100
YT-85048,100
YT-85051,100
YT-85052,100
YT-85155,100
YT-85170,100
YT-85205,0
YT-852090,100
YT-852092,100
YT-852093,100
YT-852095,100
YT-852084,100
YT-85533,0
YT-855471,100
YT-855481,100
YT-85553,20
YT-85680,100
YT-85705,100
YT-85706,0
YT-85733,100
YT-85745,0
YT-85750,0
YT-85863,100
YT-85867,0
YT-85868,100
YT-85872,0
YT-861900,0
YT-861923,20
YT-861925,100
YT-861927,20
YT-861931,100
YT-861933,100
YT-861948,20
YT-861950,20
YT-861980,20
YT-861983,0
YT-86300,0
YT-86424,0
YT-86425,0
YT-86429,0
YT-86439,0
YT-86441,0
YT-86447,0
YT-86450,0
YT-86715,100
YT-86760,0
YT-86851,100
YT-87725,100
YT-87890,0
YT-8800,100
YT-8809,100
YT-88121,100
YT-88191,100
YT-8821,100
YT-88295,20
YT-88770,100
YT-8869,100
YT-88940,100
YT-89014,100
YT-89022,100
YT-89041,100
YT-89055,100
YT-89062,100
YT-89075,100
YT-8942,0
YT-89511,100
YT-89513,100
YT-8979,100
YT-89933,20
YT-90102,0
YT-99452,20
YT-99501,0
YT-99520,0
YT-99531,0
YT-99532,0
YT-99651,0
YT-99693,100
YT-99730,0
YT-99739,0
YT-99743,0
YT-99760,0
YT-99804,100
YT-99831,100
YT-99845,100
YT-99811,100
03150,100
03900,100
04546,100
04405,100
04500,0
04561,0
04562,0
04360,100
04583,0
04737,20
04690,100
05600,100
05771,20
05806,0
05807,0
05902,100
05903,100
05905,100
05916,100
05950,100
05960,100
06100,100
06110,100
06296,100
06300,100
06301,100
06303,100
06309,100
06351,100
06391,100
06383,100
06384,100
06430,100
06440,100
06452,100
06460,100
06650,100
06680,100
06964,100
06973,0
06974,100
06993,100
07080,100
06790,0
07320,100
07506,100
07610,100
07630,100
07880,100
07884,100
07974,100
07977,100
08308,100
08293,100
08533,0
08534,100
08553,100
08642,0
08735,100
08754,20
08785,100
08790,100
08780,100
08827,100
08821,0
08833,100
09044,100
09062,20
08851,0
09052,0
09060,100
09090,100
09094,100
09475,100
09521,100
09522,100
09524,100
10001,0
09370,100
09425,0
09649,20
09177,0
09200,100
09464,100
10106,100
10111,100
09096,20
10130,100
14100,100
16400,100
16554,100
17480,100
17612,100
18798,100
19770,100
20320,100
21682,0
21905,100
15115,100
18382,100
15120,100
17310,100
17702,0
18020,20
18180,100
19763,100
21952,100
21955,100
21958,100
22130,100
22190,100
22431,0
22572,100
22613,100
22616,100
17302,100
18473,100
21709,100
23313,100
23314,0
23316,100
23329,0
23421,100
23592,100
23722,100
23620,100
23720,100
23603,0
23604,100
23605,100
23594,100
23932,100
23980,100
24000,100
24060,100
24570,100
24700,100
24810,0
24820,0
24823,0
25164,100
25166,100
25353,100
25370,100
25881,100
26140,100
25515,100
25886,100
26130,100
26131,100
26150,100
26200,100
26210,100
27200,100
27510,100
27535,0
27541,100
27600,100
27610,100
27820,100
28000,0
28373,0
28386,100
28394,0
28630,0
28720,100
28745,100
29090,0
29401,100
29992,0
29220,20
30350,100
30440,100
30450,100
30480,100
30500,100
31500,20
32000,0
32610,100
32720,0
33004,100
33067,100
33085,100
33147,100
33006,20
33318,20
33900,100
33907,100
34204,100
34243,100
34256,100
34300,100
34949,20
35015,0
34944,0
34182,100
35007,20
35020,100
35060,100
35033,20
35063,100
35360,20
35581,100
35623,100
35685,100
35740,100
35759,100
35764,100
35783,100
35787,100
35791,100
35811,100
35789,100
35828,20
35895,100
35914,100
35927,100
35933,100
35940,100
35950,0
36000,100
35970,100
36004,100
36006,100
36018,20
36037,100
37100,100
37109,100
38404,100
38650,100
38830,100
40180,0
41510,100
42309,100
43031,0
44100,100
45050,0
45201,100
45500,100
48082,100
49200,100
49750,0
49800,100
49805,0
38433,100
38434,100
40012,100
42301,100
44400,100
49760,0
49791,0
50871,100
51051,100
51070,100
51180,100
51679,100
51687,100
52560,0
52658,100
52770,100
52730,100
52750,100
52876,0
53003,100
53561,100
53563,100
53573,100
53598,0
53710,100
53520,100
54062,100
54630,100
54720,100
54780,100
54072,100
54835,0
54853,100
55100,100
55215,100
55210,100
55220,100
55300,0
55800,0
56130,100
56140,100
56391,100
56507,100
55400,100
55544,100
56625,100
56637,0
56641,0
57050,100
57300,100
58550,20
58643,100
58695,0
60937,100
60921,100
60958,100
61020,0
61050,100
61080,100
61090,100
61300,100
61375,0
61376,0
61378,0
64060,100
61270,100
61280,100
61330,0
65233,100
65235,100
64330,100
64554,100
64950,0
65100,100
65150,100
65456,0
65477,100
65482,100
65501,0
65475,0
65498,0
65493,0
65705,100
65850,100
66901,100
66904,0
65520,0
66930,0
66937,100
67090,0
67113,100
67125,100
67181,0
67457,0
67520,20
67563,20
67710,20
67660,0
67574,0
67817,0
67904,100
68011,0
68016,20
68208,100
68209,100
68216,100
68218,0
68223,100
68269,100
67709,0
67810,0
68193,0
68477,100
69204,0
69306,20
69330,0
69339,100
69344,0
69347,0
69359,0
69372,100
69374,100
69377,0
69486,0
69552,0
69631,100
71000,100
70200,0
70430,100
70035,100
71590,100
71610,100
71060,100
71802,0
71804,100
71819,20
71833,100
71850,100
71856,100
71975,20
71981,20
71993,0
72019,0
72120,100
72344,0
72372,100
72401,100
72526,100
72534,100
72832,0
72873,0
72883,0
72922,0
72951,100
72964,100
72973,0
72977,100
73470,100
73530,0
73575,0
73798,100
73807,0
72891,20
72906,0
72953,100
72979,100
73330,100
73362,0
73793,100
73800,100
73803,100
73033,100
73201,0
73934,100
73951,100
73933,100
73945,20
73946,20
73954,100
73958,20
73960,100
73972,20
74060,100
74071,100
74134,100
74113,100
74140,0
74447,100
74453,100
74231,100
74450,100
74487,0
74603,0
74632,100
74633,0
74730,100
74741,0
74766,100
74771,100
74790,100
74831,100
74776,100
74816,100
74853,100
74856,100
74910,100
74924,100
74926,0
74937,0
74944,0
75202,100
75230,100
75271,100
75028,0
75131,100
75301,100
75327,100
75355,20
75353,100
75361,100
75372,100
75423,100
75468,0
75469,100
75498,100
75570,0
75632,100
75654,100
75653,100
75674,20
75678,0
75708,20
75740,0
75808,20
75763,0
75764,0
75773,0
75818,20
75830,100
75835,100
75884,20
75887,20
75921,100
75954,0
76040,100
76185,100
76220,100
76621,0
75931,100
76182,100
76835,100
76850,20
77006,100
77170,100
77190,100
77191,100
76880,100
77204,100
77205,100
77603,0
77704,100
77715,0
77930,100
77921,0
77990,0
78090,100
78123,0
78133,0
78154,0
78211,0
78250,100
78262,0
78345,100
78400,100
78470,0
78541,100
78571,100
78450,0
78451,0
78463,0
78622,100
78624,100
78641,20
78658,0
78690,20
78720,0
78660,20
78750,100
78780,100
78833,100
78912,100
78976,0
78992,100
79125,0
79257,0
79309,100
79325,0
79332,0
79355,0
79411,0
79482,0
79500,0
78854,0
78970,0
79099,0
79572,0
79640,100
79675,0
79773,100
79775,100
79863,100
79639,0
79564,100
79831,0
79892,0
79982,0
80012,100
80062,20
81117,100
81374,100
81108,100
81380,100
81502,100
81631,100
81795,0
81830,100
82015,0
82023,0
82227,100
82260,100
82262,20
81638,100
82031,100
82201,100
82233,100
82305,100
81751,0
82320,100
82331,100
82414,100
82275,0
82379,100
82506,20
82675,100
82691,0
82731,0
82734,0
82738,100
82771,100
82850,0
82881,100
82954,100
83120,0
82800,0
82941,100
83016,100
83261,0
83290,100
82832,20
82951,0
85004,20
85120,100
85124,100
85174,100
85185,0
86700,100
85191,100
86761,100
86751,100
87313,100
87331,100
87333,100
87351,100
87392,100
87401,100
87374,100
87403,100
88411,0
87456,100
88556,100
88783,0
88713,100
88860,0
88863,100
88872,100
88903,100
88962,0
88966,100
88980,100
88987,100
89166,100
89002,100
89083,0
89163,100
89210,100
89207,100
89230,100
89246,100
89247,100
89252,100
89269,100
89273,0
89291,100
89381,100
89424,100
89426,100
89457,100
89459,100
89452,100
89464,100
89470,100
89472,100
89475,100
89479,100
89537,100
90000,100
91003,20
99006,100
99007,100
89540,100
90205,0
99040,100
99048,100
99009,100
99023,0
99115,100
99193,100
99207,100
99212,100
99300,100
99391,100
99206,0
99402,100
99415,100
99420,100
99463,100
99472,100
99659,0
99703,0
99904,100
99909,100
99928,100
99933,20
99575,100
GV-0700,0
GV-1121,0
TG-68305,0
YG-00008,20
YG-00010,20
YG-00018,100
YG-00046,0
TG-68703,0
YG-00060,100
YG-00104,100
YG-00105,100
YG-00161,100
YG-00262,100
YG-00271,100
YG-00272,100
YG-00377,20
YG-00393,100
YG-00410,100
YG-00436,100
YG-00464,0
YG-00513,100
YG-00521,100
YG-00551,100
YG-00552,100
YG-02031,100
YG-02038,100
YG-02174,100
YG-02356,100
YG-02451,0
YG-02452,0
YG-02460,100
YG-02733,100
YG-02770,100
YG-03000,100
YG-03002,20
YG-03022,0
YG-03020,0
YG-03062,0
YG-03090,0
YG-03120,20
YG-03147,20
YG-03219,20
YG-03257,0
YG-03271,0
YG-03415,0
YG-04290,100
YG-04311,0
YG-04609,100
YG-04622,100
YG-04624,0
YG-04636,20
YG-04695,0
YG-05002,0
YG-05005,0
YG-05025,0
YG-05022,20
YG-05051,100
YG-05200,0
YG-05227,20
YG-05225,0
YG-05226,0
YG-05250,0
YG-05259,0
YG-05330,0
YG-05280,0
YG-05401,100
YG-05405,100
YG-05413,20
YG-07014,100
YG-07016,100
YG-07085,0
YG-07116,100
YG-07127,0
YG-07288,100
YG-08202,0
YG-09001,0
YG-09010,20
YG-09011,0
YG-09021,0
YG-09042,0
YG-09051,100
YG-09056,100
YG-09057,100
YG-09091,0
YG-09109,0
YG-09202,100
YG-09226,100
YG-09282,20
YG-09304,0
YG-09307,0
YG-09311,0
YG-09065,100
YG-09072,100
YG-09310,0
YG-09330,100
YG-20024,100
YG-20100,0
YG-20101,100
YG-20102,100
YG-20142,100
YG-30100,100
YG-30105,0
YG-30903,20
YT-0060,0
YT-00761,100
YT-00764,100
YT-01330,100
YT-01331,100
YT-01332,100
YT-0138,100
YT-01672,100
YT-01674,100
YT-01855,100
YT-01908,100
YT-0200,100
YT-02375,100
YT-02395,0
YT-0318,100
YT-03243,100
YT-0324,100
YT-0333,100
YT-0335,100
YT-0343,100
YT-0345,100
YT-0360,100
YT-0362,100
YT-0370,100
YT-0385,100
YT-0389,100
YT-03953,100
YT-0406,100
YT-0411,100
YT-0417,100
YT-0421,100
YT-04319,100
YT-04320,0
YT-04327,100
YT-04341,100
YT-04346,100
YT-04350,100
YT-04353,100
YT-04355,100
YT-04370,0
YT-04386,100
YT-04390,0
YT-04391,100
YT-04412,100
YT-04580,100
YT-04642,100
YT-04691,100
YT-04373,100
YT-04388,100
YT-04752,100
YT-0495,100
YT-0500,0
YT-0505,100
YT-0507,100
YT-0511,100
YT-04832,100
YT-05211,100
YT-053381,20
YT-05346,20
YT-05347,0
YT-05442,100
YT-05444,100
YT-05490,100
YT-05516,100
YT-05590,100
YT-05605,100
YT-05606,0
YT-0563,100
YT-05812,100
YT-05881,20
YT-05991,100
YT-05994,100
YT-06008,20
YT-06015,100
YT-060171,100
YT-060181,20
YT-0602,100
YT-060263,100
YT-06027,20
YT-06029,100
YT-060392,0
YT-060394,100
YT-06061,100
YT-06087,0
YT-0613,100
YT-06144,0
YT-0622,100
YT-06269,0
YT-06275,20
YT-06279,100
YT-06340,100
YT-05597,100
YT-06315,100
YT-0645,20
YT-0648,0
YT-0650,100
YT-06654,100
YT-06655,100
YT-06661,100
YT-06663,100
YT-06771,0
YT-06783,100
YT-06805,0
YT-06809,100
YT-06811,20
YT-06822,100
YT-0683,100
YT-068582,100
YT-06866,100
YT-06869,100
YT-068713,100
YT-06878,100
YT-06881,0
YT-06882,20
YT-06888,100
YT-0691,100
YT-06919,100
YT-06980,100
YT-0699,100
YT-07042,100
YT-07044,100
YT-0705,100
YT-07083,100
YT-07101,100
YT-07201,100
YT-07607,0
YT-07735,100
YT-07744,0
YT-07853,0
YT-0796,0
YT-08004,100
YT-0802,100
YT-08120,100
YT-0824,100
YT-0825,100
YT-08255,100
YT-08304,100
YT-08390,100
YT-08391,100
YT-08495,0
YT-07087,20
YT-07850,0
YT-07834,0
YT-07854,0
YT-0813,100
YT-08253,100
YT-06912,100
YT-06914,100
YT-07115,0
YT-07046,20
YT-0831,20
YT-0838,20
YT-0844,100
YT-08516,0
YT-08518,100
YT-08550,100
YT-085607,100
YT-085614,100
YT-08579,100
YT-08592,100
YT-085942,100
YT-0841,0
YT-0862,0
YT-088971,100
YT-088979,100
YT-088983,100
YT-088988,100
YT-08916,100
YT-089351,0
YT-08950,100
YT-08953,0
YT-08970,0
YT-09000,0
YT-09003,20
YT-09033,0
YT-0907,0
YT-09091,100
YT-09092,100
YT-09093,20
YT-09163,0
YT-09167,0
YT-09168,20
YT-09178,100
YT-09179,0
YT-09180,0
YT-09190,20
YT-09204,0
YT-09460,100
YT-09515,100
YT-0960,100
YT-0965,0
YT-09739,100
YT-09958,100
YT-1000,100
YT-1005,100
YT-1011,100
YT-1017,100
YT-1018,100
YT-1038,100
YT-1055,100
YT-10591,100
YT-1062,100
YT-10646,100
YT-1093,100
YT-1146,100
YT-1150,100
YT-11738,0
YT-1175,100
YT-1177,100
YT-1178,100
YT-1183,100
YT-1191,100
YT-12005,100
YT-1217,100
YT-0931,0
YT-1027,100
YT-1072,100
YT-09702,100
YT-1202,100
YT-1210,100
YT-1225,100
YT-1233,100
YT-1239,100
YT-1272,100
YT-1283,100
YT-1291,100
YT-12936,100
YT-1296,100
YT-1303,100
YT-1308,100
YT-1335,100
YT-13351,0
YT-1352,100
YT-1348,100
YT-1371,100
YT-13790,100
YT-1405,100
YT-14124,100
YT-1417,100
YT-1418,100
YT-1429,100
YT-1435,100
YT-14421,0
YT-14461,100
YT-14471,100
YT-1472,100
YT-1378,100
YT-1410,100
YT-14129,100
YT-14838,0
YT-1503,100
YT-1508,100
YT-15276,0
YT-15277,100
YT-1543,100
YT-1559,0
YT-1607,100
YT-1610,100
YT-1611,0
YT-1629,20
YT-1640,20
YT-1659,100
YT-1666,20
YT-1667,100
YT-1669,20
YT-1548,0
YT-1567,0
YT-1665,100
YT-1691,0
YT-17007,100
YT-17025,20
YT-1707,20
YT-1711,100
YT-1714,100
YT-17214,0
YT-17229,20
YT-17261,100
YT-17400,0
YT-17513,100
YT-17524,0
YT-1754,100
YT-17588,0
YT-17623,100
YT-17710,0
YT-1848,100
YT-18977,0
YT-1913,100
YT-19261,0
YT-1944,100
YT-1950,100
YT-1953,100
YT-1969,0
YT-1993,100
YT-19951,100
YT-19955,100
YT-19964,100
YT-19974,100
YT-17515,100
YT-19765,100
YT-17632,100
YT-19977,100
YT-19983,100
YT-2008,100
YT-2026,100
YT-2029,0
YT-2039,100
YT-20433,100
YT-2058,100
YT-20891,100
YT-20897,0
YT-20953,0
YT-20957,0
YT-20959,0
YT-20964,20
YT-20981,20
YT-20985,100
YT-20987,0
YT-20988,20
YT-20993,0
YT-21016,100
YT-21011,20
YT-20984,0
YT-21017,0
YT-21039,0
YT-21055,0
YT-21096,20
YT-21151,100
YT-2136,100
YT-2137,100
YT-2147,100
YT-2155,100
YT-21570,100
YT-2160,0
YT-21650,0
YT-21651,0
YT-21758,100
YT-21850,100
YT-21957,100
YT-2206,100
YT-2217,100
YT-2225,100
YT-21745,0
YT-22256,20
YT-22260,100
YT-22317,100
YT-22354,100
YT-22361,100
YT-22368,100
YT-22376,100
YT-22377,100
YT-22451,0
YT-22860,100
YT-2298,100
YT-23133,0
YT-23200,100
YT-23702,100
YT-2373,100
YT-23732,100
YT-23860,0
YT-2401,100
YT-2406,100
YT-24206,100
YT-24245,100
YT-24246,0
YT-24259,0
YT-24271,100
YT-24282,20
YT-24762,100
YT-24781,100
YT-2488,100
YT-24991,100
YT-2521,100
YT-2536,100
YT-25384,100
YT-2540,100
YT-2544,100
YT-25472,100
YT-25810,100
YT-25910,0
YT-25920,100
YT-25929,100
YT-22271,100
YT-22864,100
YT-23001,0
YT-2393,100
YT-2407,100
YT-24209,0
YT-25855,100
YT-25912,100
YT-22865,100
YT-24103,100
YT-25955,100
YT-25971,100
YT-25981,100
YT-25982,100
YT-25985,100
YT-25986,100
YT-2610,0
YT-2612,0
YT-2657,0
YT-22640,100
YT-25840,100
YT-25953,100
YT-25959,0
YT-2615,0
YT-2745,0
YT-2806,0
YT-2822,100
YT-282642,100
YT-282656,100
YT-282660,100
YT-282670,100
YT-2862,100
YT-28631,100
YT-28919,100
YT-28967,100
YT-2921,100
YT-2934,100
YT-2945,20
YT-28955,100
YT-28963,100
YT-29222,100
YT-29001,100
YT-2943,100
YT-2951,0
YT-2964,100
YT-2965,100
YT-2971,20
YT-2972,0
YT-30062,100
YT-30074,100
YT-30111,100
YT-30112,100
YT-3022,20
YT-3025,0
YT-30432,0
YT-30436,100
YT-30451,0
YT-30461,100
YT-30500,100
YT-2979,100
YT-29984,100
YT-30900,100
YT-3082,100
YT-3084,100
YT-3107,100
YT-31092,100
YT-31303,100
YT-3150,100
YT-3203,100
YT-3240,100
YT-3243,100
YT-3245,100
YT-3250,100
YT-3258,100
YT-3264,100
YT-3231,100
YT-3256,100
YT-3269,100
YT-3276,100
YT-3275,100
YT-3283,20
YT-3285,100
YT-3290,100
YT-3296,20
YT-3299,100
YT-3298,100
YT-33011,100
YT-3304,100
YT-3324,100
YT-3333,100
YT-3338,100
YT-3351,100
YT-3373,100
YT-33833,100
YT-33860,0
YT-33863,0
YT-33869,20
YT-33934,100
YT-3402,100
YT-3461,100
YT-34686,100
YT-35862,100
YT-35869,100
YT-35872,100
YT-35980,0
YT-36007,100
YT-36125,100
YT-36128,100
YT-36709,100
YT-36713,0
YT-36720,100
YT-36932,100
YT-36935,20
YT-36171,100
YT-36944,20
YT-36947,20
YT-36990,100
YT-37022,0
YT-37110,20
YT-37150,100
YT-37151,100
YT-37160,100
YT-37164,100
YT-37200,100
YT-37239,100
YT-37241,100
YT-37302,0
YT-37420,100
YT-37423,100
YT-37441,0
YT-3802,100
YT-3804,100
YT-3811,100
YT-3827,100
YT-3849,100
YT-38517,100
YT-38680,20
YT-3955,0
YT-40018,100
YT-4020,100
YT-4050,100
YT-3820,100
YT-3830,100
YT-3841,0
YT-3848,100
YT-38653,100
YT-38881,20
YT-38891,0
YT-4180,100
YT-4186,100
YT-41945,100
YT-41962,100
YT-38782,100
YT-41926,100
YT-41941,100
YT-41947,100
YT-41939,20
YT-419764,100
YT-419810,100
YT-419821,100
YT-4200,100
YT-4208,100
YT-4220,0
YT-4226,100
YT-42315,100
YT-42317,100
YT-42330,100
YT-42334,100
YT-42343,100
YT-42347,100
YT-42371,100
YT-42379,100
YT-42382,100
YT-4358,100
YT-4362,100
YT-4369,100
YT-4373,0
YT-4379,100
YT-43910,100
YT-439331,100
YT-439337,100
YT-4356,100
YT-43947,100
YT-43949,100
YT-43992,0
YT-44059,0
YT-44062,100
YT-44080,100
YT-44106,100
YT-44120,100
YT-44200,100
YT-44203,100
YT-44211,100
YT-44212,100
YT-44130,100
YT-44215,100
YT-44216,100
YT-44219,100
YT-44223,100
YT-44224,100
YT-44227,100
YT-44235,100
YT-4431,100
YT-4436,100
YT-4442,100
YT-4452,100
YT-4453,100
YT-44250,0
YT-4440,100
YT-44633,100
YT-44632,100
YT-44645,100
YT-44661,0
YT-44640,100
YT-44663,100
YT-44684,100
YT-44723,100
YT-44725,100
YT-44726,100
YT-44731,100
YT-44739,100
YT-44743,100
YT-44759,100
YT-44764,100
YT-44767,100
YT-44842,100
YT-44862,0
YT-44875,100
YT-4499,100
YT-44673,100
YT-44687,100
YT-44740,100
YT-4497,100
YT-4508,100
YT-45294,20
YT-45483,0
YT-45650,100
YT-4594,100
YT-4603,100
YT-4605,100
YT-4622,100
YT-46813,100
YT-46836,100
YT-4700,100
YT-47021,100
YT-47136,100
YT-47147,100
YT-47161,100
YT-47197,0
YT-47212,100
YT-47593,100
YT-47785,100
YT-47792,100
YT-47892,100
YT-47893,100
YT-47894,100
YT-47921,100
YT-47932,100
YT-4837,0
YT-4880,0
YT-47139,100
YT-47340,100
YT-47331,100
YT-47375,100
YT-4901,100
YT-4906,100
YT-49123,100
YT-5131,100
YT-51902,100
YT-51910,100
YT-51920,100
YT-51963,100
YT-51964,100
YT-51972,0
YT-5210,100
YT-52193,100
YT-52225,0
YT-4955,100
YT-5023,0
YT-52243,0
YT-5245,100
YT-52871,100
YT-5260,100
YT-5404,100
YT-5405,100
YT-5410,100
YT-54400,100
YT-54504,20
YT-54561,0
YT-54580,0
YT-54564,0
YT-54583,0
YT-54593,0
YT-54650,0
YT-55299,100
YT-55306,0
YT-55311,100
YT-55341,20
YT-5539,20
YT-5543,20
YT-55463,100
YT-55511,20
YT-55567,20
YT-55690,0
YT-55757,20
YT-55840,100
YT-55845,100
YT-59156,0
YT-59168,0
YT-5925,100
YT-5992,0
YT-59962,100
YT-59972,100
YT-59980,100
YT-6012,100
YT-6014,100
YT-60374,100
YT-5506,100
YT-5537,100
YT-59170,100
YT-59956,100
YT-60401,100
YT-60402,100
YT-60409,100
YT-5813,0
YT-60425,100
YT-60429,100
YT-60431,100
YT-60590,100
YT-60623,0
YT-60634,100
YT-60635,100
YT-60636,100
YT-60652,100
YT-60665,100
YT-6076,100
YT-60791,20
YT-6099,100
YT-6107,100
YT-6124,100
YT-6131,0
YT-6141,100
YT-6105,100
YT-6156,100
YT-61679,100
YT-61729,100
YT-61716,100
YT-61726,100
YT-61743,100
YT-6190,0
YT-6191,100
YT-62248,100
YT-6226,100
YT-6237,100
YT-6251,100
YT-6253,100
YT-62930,100
YT-6341,100
YT-63701,100
YT-6406,100
YT-64112,100
YT-64190,0
YT-6421,100
YT-64242,100
YT-64270,100
YT-64271,100
YT-6449,100
YT-6451,100
YT-65075,100
YT-65085,100
YT-67423,100
YT-6743,100
YT-6750,100
YT-67501,100
YT-67560,0
YT-67570,100
YT-68007,100
YT-6803,100
YT-6862,100
YT-6863,0
YT-692603,100
YT-69290,100
YT-69291,100
YT-69300,100
YT-7024,100
YT-70566,0
YT-70585,0
YT-70651,100
YT-70652,100
YT-70653,100
YT-70663,100
YT-70673,100
YT-70726,100
YT-70750,100
YT-70783,0
YT-70791,100
YT-70797,100
YT-71010,100
YT-7111,100
YT-71153,100
YT-71162,0
YT-71163,0
YT-7128,100
YT-71320,100
YT-72025,100
YT-72102,100
YT-72108,100
YT-72116,0
YT-72140,100
YT-72251,100
YT-72253,100
YT-72304,100
YT-72920,100
YT-72970,100
YT-6227,100
YT-6234,100
YT-62826,100
YT-6360,100
YT-63705,100
YT-6583,100
YT-67571,100
YT-6916,100
YT-70666,100
YT-70713,100
YT-71055,0
YT-7221,100
YT-70273,100
YT-73045,100
YT-73065,20
YT-73086,0
YT-73087,0
YT-730896,100
YT-73090,100
YT-730944,100
YT-73122,100
YT-731240,100
YT-73138,100
YT-73141,0
YT-73200,0
YT-73460,100
YT-7364,100
YT-7380,100
YT-73810,100
YT-73926,0
YT-73970,20
YT-74001,20
YT-74050,100
YT-74070,100
YT-74071,100
YT-7413,100
YT-74218,100
YT-74286,100
YT-7435,0
YT-74372,0
YT-74373,20
YT-7446,100
YT-74520,0
YT-65049,0
YT-69287,100
YT-73930,20
YT-74235,100
YT-74654,100
YT-746600,100
YT-746641,100
YT-746648,100
YT-746681,100
YT-74683,0
YT-74758,100
YT-74759,100
YT-7561,100
YT-76030,0
YT-77880,0
YT-77884,0
YT-77903,0
YT-77920,0
YT-77923,0
YT-78002,100
YT-78011,100
YT-78020,100
YT-78023,100
YT-78041,100
YT-78056,0
YT-78060,0
YT-746419,100
YT-74660,100
YT-74754,0
YT-7505,100
YT-7507,100
YT-76245,0
YT-78063,0
YT-78136,100
YT-78146,100
YT-78152,100
YT-78420,100
YT-78421,100
YT-78435,100
YT-78452,100
YT-78480,100
YT-78505,100
YT-78601,100
YT-78608,100
YT-78616,100
YT-78626,100
YT-78803,100
YT-79041,100
YT-79051,0
YT-79055,0
YT-79064,20
YT-79074,100
YT-79080,20
YT-79085,20
YT-79095,100
YT-79120,20
YT-79133,100
YT-79177,100
YT-79182,100
YT-79189,20
YT-79191,100
YT-79205,100
YT-79214,100
YT-79215,100
YT-79218,100
YT-79230,100
YT-79252,0
YT-79253,20
YT-7930,0
YT-7933,0
YT-79378,100
YT-79384,100
YT-79388,20
YT-79393,20
YT-79399,20
YT-79410,100
YT-79524,0
YT-79561,100
YT-79564,100
YT-79573,0
YT-79713,100
YT-79724,100
YT-79727,100
YT-79881,100
YT-79926,20
YT-79974,100
YT-8004,100
YT-80071,100
YT-80072,100
YT-80073,100
YT-80082,100
YT-8011,100
YT-80155,20
YT-80167,20
YT-80176,100
YT-80180,100
YT-8020,20
YT-80281,20
YT-80283,0
YT-80288,100
YT-80192,100
YT-80286,100
YT-80289,100
YT-80291,100
YT-8031,100
YT-80360,0
YT-80396,0
YT-80397,0
YT-80406,0
YT-80412,100
YT-80460,20
